Country Name;2011;2012;2013;2014;2015;2016;2017;
Tajikistan;847.382101810518;969.296473144289;1048.22729256115;1104.17168941376;929.095857223746;802.518004052824;806.041573098044;
Turkmenistan;5649.95227819669;6675.18565772239;7304.28713230982;7962.23909840679;6432.68070195019;6389.54840833488;6587.09031628698;
Latin America & the Caribbean (IDA & IBRD countries);10128.6322412566;10111.7580718897;10247.2140185891;10334.4306676485;8728.07016006564;8417.02746729084;9288.19957715145;
Timor-Leste;947.513730419925;1013.05045122024;1210.03329624593;1232.45683164031;1334.6619555193;1358.20169150129;1294.71553448905;
Middle East & North Africa (IDA & IBRD countries);4644.13050425264;5036.72083221306;4623.47967975874;4483.0610397424;3955.55505989437;3938.53331081404;3799.78729071694;
Tonga;4084.6241317437;4597.74230534531;4428.56648134984;4393.9408110033;4320.63799011384;3966.15652021899;4217.47650679527;
South Asia (IDA & IBRD);1367.31313793749;1364.41640319999;1381.85662659774;1494.42076537038;1541.80368581438;1651.08946256258;1866.88606656608;
Sub-Saharan Africa (IDA & IBRD countries);1745.44305673761;1781.43313604747;1849.69360950361;1885.47256318323;1673.44929052822;1504.23840871572;1560.88734674149;
Trinidad and Tobago;19034.1491966652;19157.4170366712;20143.6644489582;20270.8593716518;18289.704340369;16176.9473700573;16238.1931916674;
Tunisia;4264.67494604737;4152.67858707583;4222.70324540611;4305.47416504834;3861.68853113497;3697.93083126064;3481.22873876516;
Turkey;11335.5105095101;11707.2597121001;12519.3914258819;12095.8545718135;10948.7246069027;10820.6338422108;10513.6484324378;
Tuvalu;3640.72324004977;3507.94065504737;3454.82869218249;3398.70648337631;3197.77225194394;3255.92869342584;3572.49357894833;
Tanzania;781.437014324276;867.867680563228;970.416938425046;1030.09291747653;947.933446487903;966.474622354379;1004.84112066441;
Uganda;825.838435186254;783.717921018288;803.509373918698;876.354300461581;840.401571455767;730.625040496247;747.196907377979;
Ukraine;3569.75812083898;3855.41772856732;4029.71125162545;3104.64320609541;2124.6623187838;2187.73050991433;2640.67567655839;
Upper middle income;7225.17222917182;7678.0963450404;8070.06290272001;8258.43775067412;7695.50393893236;7629.40685561866;8364.7704248503;
Uruguay;14236.681188686;15171.5846634188;16973.6742130217;16831.9729440778;15613.7642726429;15387.1440299446;17322.1473891166;
United States;49886.8181094923;51610.6052783379;53117.6678308301;55047.7255604544;56822.5188202456;57927.5168515062;59957.7258513032;
Uzbekistan;1926.29299673401;2137.025122118;2281.41097296841;2492.33664277468;2615.025134487;2567.79920656883;1826.56691924216;
St. Vincent and the Grenadines;6242.19533244977;6390.31063156115;6639.60714595024;6684.80736732912;6920.87807380804;7075.06582034944;7212.96018080962;
Venezuela, RB;10955.3499126366;12985.5053251065;12456.7124535391;16054.4905130962;;;;
Virgin Islands (U.S.);39144.1657740184;37849.7287205036;34819.1477546185;33573.0970301435;34797.14046978;35931.5412519766;35938.0243875154;
Vietnam;1525.11598800104;1735.14127643805;1886.67189633671;2030.26195473318;2085.10148409879;2192.21453866566;2365.62166567374;
Vanuatu;3264.5370165591;3133.09020920348;3124.23307756588;3088.25830265504;2801.93984778858;2889.85303623403;3082.35632289041;
World;10488.3340155715;10605.2083219604;10781.8553053719;10952.3444187853;10246.5073623909;10281.9087997747;10817.4819474952;
Samoa;3933.45935710691;4022.19911964814;4037.50931467981;3937.75871176418;4073.66600980642;4109.16513496372;4258.48626965259;
Kosovo;3741.87505207304;3596.80465465781;3891.26636343866;4080.33071724595;3603.02550073134;3780.00368867233;4045.61420880757;
Yemen, Rep.;1374.62128512758;1446.53635351496;1607.15236498904;1673.14635369478;1395.43963317477;1033.73304347934;882.395758510966;
South Africa;8007.41284634441;7501.4699839525;6832.45689096701;6433.18727662894;5734.63362915331;5272.91842475419;6132.4798409721;
Zambia;1672.90825103652;1763.07273337195;1878.90700132351;1763.05729765435;1337.79611014087;1280.57889834732;1534.86537052245;
Zimbabwe;1093.65400227511;1304.96980167411;1430.00081795572;1434.89934002278;1445.07106198798;1464.58352903946;1548.17005572552;
